Store_Name,lng,lat,Address,Address Line #2,City,State,Zip5,Zip4,County
"SHAW'S SUPERMARKET 07413",-70.944092,42.203407,"610 Middle St","","East Weymouth","MA","02189","1130","NORFOLK"
"DEMOULAS SUPERMKT  10",-71.199989,42.706455,"186 Haverhill St","","Methuen","MA","01844","3462","ESSEX"
"DEMOULAS SUPERMKT  08",-71.273956,42.628639,"10 Main St","","Tewksbury","MA","01876","1678","MIDDLESEX"
"DEMOULAS SUPERMKT  01",-71.32074,42.644455,"331 Fletcher St","","Lowell","MA","01854","4152","MIDDLESEX"
"Market Basket 2",-71.303352,42.664307,"1201 Bridge St","","Lowell","MA","01850","1254","MIDDLESEX"
"HANNAFORD FOOD & DRUG #192 189",-71.312859,42.665092,"301 Pleasant St","","Dracut","MA","01826","4909","MIDDLESEX"
"MARKET BASKET  19",-71.355629,42.634106,"11 Wood St","","Lowell","MA","01851","1518","MIDDLESEX"
"Hanscom AFB Commissary",-71.284447,42.461452,"1709 Griffis St","Bldg A  Hanscom AFB","Hanscom","MA","01731","6290","MIDDLESEX"
"LOWELL PROVISION CO INC",-71.312088,42.657742,"23 Aiken Ave","","Lowell","MA","01850","1830","MIDDLESEX"
"LUCCIS SUPERMARKET INC",-71.149055,42.539455,"211H Lowell St","","Wilmington","MA","01887","3014","MIDDLESEX"
"MARKET BASKET  11",-71.145912,42.664776,"231 N Main St","","Andover","MA","01810","3115","ESSEX"
"Tedeschi Food Shops 210",-71.056778,42.373562,"1 1st Ave","Ste 34","Charlestown","MA","02129","4504","SUFFOLK"
"Del Pueblo Market",-70.964127,42.462811,"23 Market Sq","","Lynn","MA","01905","","ESSEX"
"ASHLAND CONVENIENCE STORE",-71.454231,42.258652,"70 Union St","","Ashland","MA","01721","","MIDDLESEX"
"Store",-71.792679,42.251884,"88A Providence St","","Worcester","MA","01604","","WORCESTER"
"7-ELEVEN 25933D",-70.240967,41.650558,"444 Route 28","","West Yarmouth","MA","02673","4840","BARNSTABLE"
"WALGREENS  4404",-70.987465,42.086693,"771 Centre St","","Brockton","MA","02302","3428","PLYMOUTH"
"WHOLE FOOD MARKET 10031",-71.086678,42.343487,"15 Westland Ave","","Boston","MA","02115","4558","SUFFOLK"
"BROCKTON FISH MARKET",-71.018501,42.07151,"689 Main St","","Brockton","MA","02301","6041","PLYMOUTH"
"CUMBERLAND FARMS  6702",-72.564018,42.600979,"10 Montague City Rd","","Turners Falls","MA","01376","1810","FRANKLIN"
"WALGREENS  03062",-71.146141,42.153725,"595 Washington St","","Canton","MA","02021","3007","NORFOLK"
"Broadway Marketplace",-71.112793,42.37392,"468 Broadway","","Cambridge","MA","02138","3908","MIDDLESEX"
"Bimbo Bakeries 8823",-70.994537,42.085693,"601 Centre St","","Brockton","MA","02302","3326","PLYMOUTH"
"Rite Aid 10209",-70.927216,41.657738,"1207 Acushnet Ave","","New Bedford","MA","02746","2018","BRISTOL"
"ROCHE BROS SUPERMARKET 209",-71.235023,42.287109,"1177 Highland Ave","","Needham Heights","MA","02494","3270","NORFOLK"
"Bimbo Bakeries 8822",-71.493279,42.148422,"91 Medway Rd","Ste 1","Milford","MA","01757","2922","WORCESTER"
"Koffee Kup Bakery",-72.583336,42.137386,"1293 Liberty St","","Springfield","MA","01104","1171","HAMPDEN"
"WALGREENS  3130",-71.067955,42.425156,"185 Centre St","","Malden","MA","02148","5522","MIDDLESEX"
"WALGREENS  3508",-71.069183,42.498753,"572 Main St","Ste B","Wakefield","MA","01880","3350","MIDDLESEX"
"WALGREENS  2577",-71.023689,42.457188,"1228 Broadway","","Saugus","MA","01906","4108","ESSEX"
"WALGREENS  02063",-70.894386,42.519493,"29 New Derby St","","Salem","MA","01970","3637","ESSEX"
"Tedeschi Food Shops 5",-71.079979,42.349384,"717 Boylston St","","Boston","MA","02116","2603","SUFFOLK"
"GOLD MEDAL BAKERY",-71.186172,41.6838,"1397 Bay St","","Fall River","MA","02724","3701","BRISTOL"
"WALGREEN'S #03021",-70.928673,41.667782,"1737 Acushnet Ave","","New Bedford","MA","02746","2128","BRISTOL"
"Tedeschi Food Shops 192",-70.551048,41.816307,"2302 State Rd","","Plymouth","MA","02360","5178","PLYMOUTH"
"STOP & SHOP  54",-70.929886,42.111324,"375 Centre Ave","","Abington","MA","02351","2209","PLYMOUTH"
"MARKET BASKET  45",-70.997673,42.577251,"230 S Main St","","Middleton","MA","01949","3304","ESSEX"
"SHAW'S SUPERMARKET 07432",-71.646347,42.12532,"1177 Providence Rd","","Whitinsville","MA","01588","2119","WORCESTER"
"MCKINNON'S BUTCHER SHOP",-70.947983,42.560947,"73 Holten St","","Danvers","MA","01923","1938","ESSEX"
"ROCHE BROS SUPERMARKET 112",-71.44986,42.474499,"387 Massachusetts Ave","","Acton","MA","01720","3733","MIDDLESEX"
"WOHRLE'S CASH & CARRY WEST FOOD W",-73.266243,42.442791,"241 W Housatonic St","","Pittsfield","MA","01201","6022","BERKSHIRE"
"CUMMINS MARKET INC",-71.11792,42.279568,"290 Cummins Hwy","","Roslindale","MA","02131","3805","SUFFOLK"
"HANNAFORD SUPERMARKET",-71.590218,42.338875,"193 Boston Post Rd W","","Marlborough","MA","01752","1840","MIDDLESEX"
"ZENNER'S PACKAGE & VARIETY INC",-73.243446,42.457767,"307 Tyler St","","Pittsfield","MA","01201","4225","BERKSHIRE"
"STOP & SHOP  07",-71.235565,42.031727,"337 Chauncy St","","Mansfield","MA","02048","","BRISTOL"
"MEAT MARKET",-70.984192,42.376667,"224 Winthrop St","","Winthrop","MA","02152","2605","SUFFOLK"
"7-ELEVEN 11496A",-71.018738,42.242756,"75 Copeland St","","Quincy","MA","02169","6420","NORFOLK"
"7-ELEVEN #27471A 27471",-70.990952,42.418438,"1120 N Shore Rd","","Revere","MA","02151","2514","SUFFOLK"
"T-STOP SUPERETTE",-70.988014,42.473675,"546 Walnut St","","Lynn","MA","01905","1013","ESSEX"
"ROXIE'S OF QUINCY INC",-70.99588,42.254498,"479 Southern Artery","","Quincy","MA","02169","4621","NORFOLK"
"MERCADO VICTORIA",-71.142174,41.698032,"97 17th St","","Fall River","MA","02723","1115","BRISTOL"
"Bimbo Bakeries 8825",-70.645927,41.755882,"3088 Cranberry Hwy","Ste A","East Wareham","MA","02538","4800","PLYMOUTH"
"CONTINENTAL MARKET",-70.926613,41.65778,"243 Sawyer St","","New Bedford","MA","02746","2028","BRISTOL"
"Tedeschi Food Shops 33",-70.931511,41.669796,"450 Ashley Blvd","","New Bedford","MA","02745","5215","BRISTOL"
"QUALITY MEAT MARKET",-71.130302,42.286469,"13 Corinth St","","Roslindale","MA","02131","3022","SUFFOLK"
"CUMBERLAND FARMS  2326",-70.310997,41.648998,"389 W Main St","","Hyannis","MA","02601","","BARNSTABLE"
"CUMBERLAND FARMS  2313",-70.673347,41.761253,"1 Depot St","","E Wareham","MA","02538","1315","PLYMOUTH"
"ELM STREET BAKERY",-71.039787,42.41346,"173 Elm St","","Everett","MA","02149","5231","MIDDLESEX"
"STOP & SHOP  415",-71.045639,42.070564,"683 Belmont St","","Brockton","MA","02301","5632","PLYMOUTH"
"Shaw's Supermarket 07591",-70.665977,42.616188,"7 Railroad Ave","","Gloucester","MA","01930","3540","ESSEX"
"SHAW'S SUPERMARKET 07592",-70.85347,42.690838,"146A High St","","Ipswich","MA","01938","1247","ESSEX"
"SHAW'S SUPERMARKET 07590",-70.640724,42.623749,"127 Eastern Ave","Ste 1","Gloucester","MA","01930","6511","ESSEX"
"MARKET BASKET 54",-71.46125,42.115219,"274 Hartford Ave","","Bellingham","MA","02019","3000","NORFOLK"
"FERNANDES MAKET",-71.091202,42.37254,"873 Cambridge St","","Cambridge","MA","02141","1430","MIDDLESEX"
"BIG Y STORE  46",-72.533546,42.368134,"175 University Dr","","Amherst","MA","01002","2231","HAMPSHIRE"
"DONELAN'S OF WAYLAND",-71.362991,42.317837,"177 Commonwealth Rd","","Wayland","MA","01778","5003","MIDDLESEX"
"WALGREENS  03020",-71.273834,41.950867,"196 Pleasant St","","Attleboro","MA","02703","2416","BRISTOL"
"WALGREENS  03151",-71.820984,42.261017,"320 Park Ave","","Worcester","MA","01610","1021","WORCESTER"
"PRICERITE 347",-72.605827,42.09584,"1106 Union St","","W Springfield","MA","01089","4023","HAMPDEN"
"MINGS SUPERMARKET INC",-71.065559,42.344414,"1102 Washington St","","Boston","MA","02118","2219","SUFFOLK"
"WALGREENS  3090",-70.927536,41.638538,"838 Pleasant St","","New Bedford","MA","02740","6642","BRISTOL"
"MCMENAMY'S FISH MARKET",-71.050278,42.067783,"810 Belmont St","","Brockton","MA","02301","5603","PLYMOUTH"
"MOODY SPA",-71.239014,42.362438,"811 Moody St","","Waltham","MA","02453","5043","MIDDLESEX"
"WHOLE FOOD MARKET 10013",-71.206696,42.32996,"916 Walnut St","","Newton Highlands","MA","02461","1135","MIDDLESEX"
"WENDELL COUNTRY STORE",-72.400909,42.542,"57 LOCKES VILLAGE ROAD","","WENDELL","MA","01379","","FRANKLIN"
"Tedeschi Food Shops 211",-71.053162,42.359341,"177 State St","Unit 1A","Boston","MA","02109","2724","SUFFOLK"
"STOP & SHOP 461",-70.15284,41.693203,"500 Route 134","Bldg 1","South Dennis","MA","02660","3452","BARNSTABLE"
"STOP & SHOP 0487",-70.94603,42.200218,"700 Middle St","","E WEYMOUTH","MA","02189","","NORFOLK"
"STOP & SHOP 0474",-70.663857,41.759491,"2991 Cranberry Hwy","","East Wareham","MA","02538","1354","PLYMOUTH"
"STOP & SHOP  455",-71.13826,42.456764,"695 Main St","","Winchester","MA","01890","1902","MIDDLESEX"
"STOP & SHOP  483",-71.009041,42.128773,"800 S Franklin St","","Holbrook","MA","02343","1789","NORFOLK"
"Stop & Shop 0012",-70.507027,41.765388,"65 Route 6A","Ste 1","Sandwich","MA","02563","1898","BARNSTABLE"
"STOP & SHOP 0484",-70.566597,41.918598,"Route 3A & State Rd","","Manamet","MA","02345","","PLYMOUTH"
"STOP & SHOP  446",-71.192848,42.362385,"171 Watertown St","","Watertown","MA","02472","2571","MIDDLESEX"
"STOP & SHOP 460",-71.428566,42.441399,"100 Powdermill Rd","Unit 1","Acton","MA","01720","5932","MIDDLESEX"
"SHAW'S SUPERMARKET 07412",-71.296448,41.935005,"125 Robert Toner Blvd","","North Attleboro","MA","02760","","BRISTOL"
"HA TIEN MARKET",-71.818085,42.252529,"892E Main St","","Worcester","MA","01610","1473","WORCESTER"
"PAYLESS FOOD STORE",-71.301643,42.651096,"81 Read St","","Lowell","MA","01850","2533","MIDDLESEX"
"Rite Aid 10201",-71.140175,41.695465,"933 PLEASANT STREET","","FALL RIVER","MA","02723","1005","BRISTOL"
"RITE AID 10128",-70.931908,42.465542,"156 Lewis St","","Lynn","MA","01902","4800","ESSEX"
"Rite Aid 10197",-71.152847,41.713821,"870 N Main St","Ste 1","Fall River","MA","02720","2656","BRISTOL"
"Rite Aid 10205",-70.926025,41.635509,"824 Purchase St","","New Bedford","MA","02740","6232","BRISTOL"
"HANNAFORD SUPERMARKET 170",-71.000153,42.550289,"637 Lowell St","","Peabody","MA","01960","2318","ESSEX"
"METHUEN LIQUORS AND GROCERIES",-71.176537,42.723736,"50 Lawrence St","","Methuen","MA","01844","4451","ESSEX"
"Shaw's Supermarket 07588",-71.123421,42.352177,"1065 Commonwealth Ave","","Boston","MA","02215","","SUFFOLK"
"PRICE CHOPPER 162",-71.534889,42.351231,"240 E Main St","","Marlborough","MA","01752","2669","MIDDLESEX"
"PRICE CHOPPER 149",-71.736153,42.276814,"380 Maple Ave","","Shrewsbury","MA","01545","2673","WORCESTER"
"PRICE CHOPPER 151",-71.773613,42.247093,"29 Sunderland Rd","","Worcester","MA","01604","3365","WORCESTER"
"PRICE CHOPPER 148",-71.816208,42.270496,"221 Park Ave","","Worcester","MA","01609","2243","WORCESTER"
"PRICE CHOPPER 160",-71.797836,42.212357,"564 SW Cutoff","","Worcester","MA","01607","1731","WORCESTER"
"PRICE CHOPPER 153",-71.86644,42.058781,"118 E Main St","","Webster","MA","01570","1710","WORCESTER"
"MAIN SUPERETTE",-71.810905,42.256248,"781 Main St","","Worcester","MA","01610","3127","WORCESTER"
"BIG Y STORE 27",-72.011604,42.235184,"62 W Main St","","Spencer","MA","01562","2644","WORCESTER"
"PEARL STREET MARKET",-71.10495,42.362583,"87 Pearl St","","Cambridge","MA","02139","4005","MIDDLESEX"
"STOP & SHOP 70",-70.941978,41.678131,"1001 Kings Hwy","","New Bedford","MA","02745","4902","BRISTOL"
"CENTRAL FOOD MARKET",-70.920387,41.617584,"764 S 1st St","","New Bedford","MA","02744","1705","BRISTOL"
"MARKET BASKET  44",-71.287643,42.580437,"199 BOSTON RD","","BILLERICA","MA","01821","","MIDDLESEX"
"SUN MARKET",-71.281593,41.944016,"9 Union St","","Attleboro","MA","02703","2910","BRISTOL"
"Tedeschi Food Shops 108",-70.18605,42.053349,"137 Bradford St","","Provincetown","MA","02657","1445","BARNSTABLE"
"WALGREENS  03625",-72.568192,42.110363,"707 State St","","Springfield","MA","01109","4109","HAMPDEN"
"Town Food Mart",-71.040131,42.136814,"17 N Main St","","Avon","MA","02322","1230","NORFOLK"
"AJ'S MINI MART #2 INC.,",-71.49501,42.019924,"137 Pulaski Blvd","","Bellingham","MA","02019","2406","NORFOLK"
"BRUSO'S LIQUOR MART, INC.",-72.242226,42.260517,"144 Main St","","Ware","MA","01082","1320","HAMPSHIRE"
"LI'L GENERAL  20",-71.490974,42.027954,"61 S Main St","","Bellingham","MA","02019","2021","NORFOLK"
"LAS VILLAS MARKET",-71.10392,42.320007,"78 Mozart St","","Jamaica Plain","MA","02130","1950","SUFFOLK"
"AL'S VARIETY STORE",-71.156311,41.696362,"306 4th St","","Fall River","MA","02721","2822","BRISTOL"
"CROSBY'S MARKETPLACE",-70.769844,42.574341,"3 Summer St","","Manchester","MA","01944","1516","ESSEX"
"JOHNNY'S STORE",-70.937653,42.457809,"31 Lynnway","","Lynn","MA","01902","4660","ESSEX"
"CONVENIENCE PLUS",-70.948425,42.477779,"225 Western Ave","","Lynn","MA","01904","2745","ESSEX"
"ROCHE BROS SUPERMARKET 513",-70.984825,42.238422,"101 FALLS BOULEVARD","","QUINCY","MA","02169","","NORFOLK"
"SUNRISE BAKERY & COFFEE SHOP INC",-70.931076,41.622406,"506 Bolton St","","New Bedford","MA","02740","3110","BRISTOL"
"SHAW'S SUPERMARKET 07632",-70.804276,41.922241,"100 N Main St","","Carver","MA","02330","1046","PLYMOUTH"
"SHAW'S SUPERMARKET 07507",-71.065758,42.45639,"34 Essex St","","Melrose","MA","02176","3102","MIDDLESEX"
"LUZO MAXI MARKET",-70.935638,41.665146,"115 Church St","","New Bedford","MA","02746","1842","BRISTOL"
"PRIDE CONVENIENCE INC 6",-72.51738,42.14949,"1143 Berkshire Ave","","Springfield","MA","01151","1364","HAMPDEN"
"BIG Y STORE 24",-72.009308,42.068424,"505 E Main St","","Southbridge","MA","01550","2929","WORCESTER"
"PLAZA FISH II",-71.048096,42.294613,"777 William T Morrissey Blvd","located inside supermarket","Dorchester","MA","02122","3331","SUFFOLK"
"SHAW'S SUPERMARKET 07476",-71.759674,42.542362,"25 Water Tower Plaza","","Leominster","MA","01453","2249","WORCESTER"
"SANDRA'S MARKET",-71.805382,42.259521,"652 Main St","","Worcester","MA","01610","3124","WORCESTER"
"PRIDE CONVENIENCE INC 4",-72.625786,42.137791,"1247 Riverdale St","","W Springfield","MA","01089","4616","HAMPDEN"
"WALGREENS  3337",-71.169273,42.706287,"135 Broadway","","Lawrence","MA","01840","1013","ESSEX"
"PALMER STREET MARKET",-70.970032,42.256615,"231 Palmer St","","Quincy","MA","02169","3931","NORFOLK"
"CAPE COD NATURAL FOODS",-70.34523,41.657166,"1600 Falmouth Rd","","CENTERVILLE","MA","02632","","BARNSTABLE"
"Shaw's Supermarket 07595",-70.317291,41.651833,"625 W Main St","","Hyannis","MA","02601","3420","BARNSTABLE"
"Shaw's Supermarket 07596",-70.091599,41.67252,"18 Sisson Rd","","Harwich Port","MA","02646","1521","BARNSTABLE"
"Shaw's Supermarket 07690",-70.00042,41.780869,"9 West Rd","Ste 6A","Orleans","MA","02653","3200","BARNSTABLE"
"SHAW'S SUPERMARKET 07598",-70.304787,41.672966,"1070 Iyannough Rd","","Hyannis","MA","02601","","BARNSTABLE"
"SHAW'S SUPERMARKET 07603",-70.596298,41.563858,"137 Teaticket Hwy","Ste 1","Teaticket","MA","02536","5666","BARNSTABLE"
"COUNTRY FARMS STORE",-71.330811,42.638294,"268 Branch St","","Lowell","MA","01851","1846","MIDDLESEX"
"Trucchis Supermarket 5",-70.935738,41.699631,"2941 Acushnet Ave","","New Bedford","MA","02745","1625","BRISTOL"
"STOP & SHOP 032",-70.885056,42.586239,"37 Enon St","","Beverly","MA","01915","1146","ESSEX"
"CUMBERLAND FARMS 6704",-72.501762,42.372871,"375 College St","","Amherst","MA","01002","2391","HAMPSHIRE"
"CUMBERLAND FARMS  6694",-72.593491,42.601318,"317 Federal St","","Greenfield","MA","01301","1949","FRANKLIN"
"ROSEMARY MARKET CORP.",-71.10186,42.398746,"565 Main St","","Medford","MA","02155","6552","MIDDLESEX"
"STOP & SHOP 041",-70.995369,42.411694,"151 Vfw Pkwy","Ste 1","Revere","MA","02151","2509","SUFFOLK"
"CORNER MARKET",-71.025406,42.397648,"801-803 BROADWAY STREET","","CHELSEA","MA","02150","","SUFFOLK"
"WINDFALL MARKET",-70.602982,41.551346,"77 Scranton Ave","","Falmouth","MA","02540","3562","BARNSTABLE"
"MILLSTONE FARM MARKET",-72.581383,42.461521,"24 S Main St","","Sunderland","MA","01375","9505","FRANKLIN"
"PIANTEDOSI BUTCHER SHOP",-70.682312,41.971748,"282 Court St","","Plymouth","MA","02360","4337","PLYMOUTH"
"MOSCOW NIGHTS",-71.831032,42.273071,"808 Pleasant St","","Worcester","MA","01602","1929","WORCESTER"
"LEE'S SUPERMARKET",-71.142815,42.344456,"1585 Commonwealth Ave","","Brighton","MA","02135","4443","SUFFOLK"
"COUNTRY FARM",-72.034264,42.076935,"53 Hamilton St","","Southbridge","MA","01550","3705","WORCESTER"
"CZERPAK FARM",-72.673363,42.046646,"636 S Westfield St","","Feeding Hills","MA","01030","2719","HAMPDEN"
"OMNI FOODS",-71.30072,42.367165,"21 Center St","","Weston","MA","02493","1563","MIDDLESEX"
"BROTHERS SUPER MARKET",-71.082207,42.306995,"46 Washington St","","Dorchester","MA","02121","3105","SUFFOLK"
"HANNAFORD SUPERMARKET 14",-71.63829,42.082569,"158 N Main St","","Uxbridge","MA","01569","1748","WORCESTER"
"Rite Aid 10206",-70.950554,41.635838,"565 Mill St","","New Bedford","MA","02740","2773","BRISTOL"
"Rite Aid 10207",-70.929031,41.614258,"1383 Cove Rd","","New Bedford","MA","02744","1041","BRISTOL"
"Rite Aid 10199",-71.159836,41.688141,"10 Stafford Rd","","Fall River","MA","02721","2506","BRISTOL"
"Shaw's Supermarket 07594",-70.704521,42.091328,"1 Snow Rd","Ste 1","Marshfield","MA","02050","3458","PLYMOUTH"
"DONELAN'S OF ACTON",-71.416389,42.493542,"248 Great Rd","","Acton","MA","01720","4709","MIDDLESEX"
"PINE RIVER FISH MARKET",-71.002396,42.419933,"400 American Legion Hwy","","Revere","MA","02151","4467","SUFFOLK"
"KATIE'S COUNTRY STORE",-73.034599,42.173325,"1922 EAST OTIS ROAD","","EAST OTIS","MA","01029","","BERKSHIRE"
"KIM'S FISH MARKET",-71.071808,42.292393,"551 Washington St","","Dorchester Center","MA","02124","2031","SUFFOLK"
"MADISON FOOD CORP DBA SAVE-A-LOT",-71.009346,42.096157,"240 E Ashland St","","Brockton","MA","02302","2000","PLYMOUTH"
"Tedeschi Food Shops 97",-70.678268,42.624561,"2840 Washington St","","Gloucester","MA","01930","4819","ESSEX"
"Rite Aid 10094",-71.831856,42.263386,"393 Chandler St","","Worcester","MA","01602","3329","WORCESTER"
"STOP & SHOP 61",-72.528976,42.078758,"470 N Main St","","East Longmeadow","MA","01028","1805","HAMPDEN"
"STOP & SHOP  75",-71.103706,42.322918,"301 Centre St","","Jamaica Plain","MA","02130","1649","SUFFOLK"
"STOP & SHOP  68",-71.081558,42.576504,"97 Hill Street Ext # 28","","North Reading","MA","01864","2337","MIDDLESEX"
"GREAT BROOK VALLEY MKT",-71.768814,42.305977,"112 Tacoma St","","Worcester","MA","01605","3521","WORCESTER"
"BLACKSTONE PARK 'N' SHOP",-71.527603,42.015091,"2 Main St","","Blackstone","MA","01504","2286","WORCESTER"
"STOP & SHOP 0091",-71.713089,42.276928,"571 Boston Tpke","Ste 1","Shrewsbury","MA","01545","5977","WORCESTER"
"SUPER STOP & SHOP 018",-71.048096,42.292316,"545 Freeport St","","Dorchester","MA","02122","3309","SUFFOLK"
"OLD SAN JUAN BAKERY, INC",-72.604263,42.112267,"2460 Main St","","Springfield","MA","01107","1925","HAMPDEN"
"SAVE-A-LOT LTD 804",-71.171837,41.689331,"100 Griffin St","","Fall River","MA","02724","2733","BRISTOL"
"HANNAFORD FOOD & DRUG 8",-70.732422,42.011826,"182 Summer St","","Kingston","MA","02364","1277","PLYMOUTH"
"STOP & SHOP 0090",-70.093384,41.271675,"31 Sparks Ave","Unit 1","Nantucket","MA","02554","3957","NANTUCKET"
"BIG Y STORE 52",-72.576546,42.175541,"650 Memorial Dr","","Chicopee","MA","01020","5053","HAMPDEN"
"COMPARE SUPERMARKET",-71.034454,42.392021,"153 Hawthorne St","","Chelsea","MA","02150","3242","SUFFOLK"
"LA INTERNATIONAL FOODS CORP",-71.097633,42.380398,"318 Somerville Ave","","Somerville","MA","02143","2917","MIDDLESEX"
"UNION STATION FARMS",-71.814209,42.263763,"344 Pleasant St","","Worcester","MA","01609","1839","WORCESTER"
"Stop & Shop 0402",-70.731407,42.009369,"160 Summer St","Ste 1","Kingston","MA","02364","1226","PLYMOUTH"
"HONEY FARM 82",-71.62957,42.076599,"1 N Main St","","Uxbridge","MA","01569","1822","WORCESTER"
"ONE STOP MARKET",-70.878601,42.55302,"311 Cabot St","","Beverly","MA","01915","3369","ESSEX"
"TRADER JOE'S  501",-71.121048,42.342022,"1317 Beacon St","","Brookline","MA","02446","5242","NORFOLK"
"TRADER JOE'S 502",-71.115257,42.357712,"748 Memorial Dr","","Cambridge","MA","02139","4614","MIDDLESEX"
"Country Corner Citgo Inc",-72.365662,42.179623,"5 Springfield St","","Three Rivers","MA","01080","1221","HAMPDEN"
"GEISSLER'S SUPERMARKET",-72.63224,42.061214,"830 Suffield St","","Agawam","MA","01001","2928","HAMPDEN"
"MILLBURY STREET FISH MRKT",-71.779488,42.565624,"60 Bemis Rd","","Fitchburg","MA","01420","6352","WORCESTER"
"Brooks Variety",-71.162346,42.356129,"32 Brooks St","","Brighton","MA","02135","1717","SUFFOLK"
"Rite Aid 10203",-71.165771,41.690689,"1024 S Main St","","Fall River","MA","02724","2820","BRISTOL"
"PARKER'S MEAT & DELI",-71.318794,41.813461,"22 Olney St","","Seekonk","MA","02771","3237","BRISTOL"
"WALGREENS  03736",-72.557846,42.086163,"501 Sumner Ave","","Springfield","MA","01108","2306","HAMPDEN"
"Rite Aid 10195",-71.370438,41.896229,"1099 Washington St","","South Attleboro","MA","02703","7944","BRISTOL"
"Rite Aid 10214",-71.090652,41.921844,"237 Broadway","","Taunton","MA","02780","1508","BRISTOL"
"Rite Aid 10092",-71.869125,42.057674,"80 E Main St","","Webster","MA","01570","1701","WORCESTER"
"VALUE MART",-71.782326,42.25592,"50 Hamilton St","","Worcester","MA","01604","2204","WORCESTER"
"STOP & SHOP  079",-71.759514,42.245899,"949 Grafton St","","Worcester","MA","01604","2003","WORCESTER"
"CHEEMA'S SUPERMARKET",-71.14048,42.352432,"562 Cambridge St","","Allston","MA","02134","2432","SUFFOLK"
"Lincoln Street Gulf",-71.780235,42.292191,"446 Lincoln St","","Worcester","MA","01605","1919","WORCESTER"
"PLEASANT STREET EXXON",-71.820221,42.263981,"528 Pleasant St","","Worcester","MA","01602","2721","WORCESTER"
"FREDDY'S MARKET INC.",-71.103249,42.322868,"302A Centre St","","Jamaica Plain","MA","02130","1404","SUFFOLK"
"DOLLY MARKET",-71.077568,42.314491,"16 Dacia St","","Dorchester","MA","02125","3035","SUFFOLK"
"STOP & SHOP 006",-71.356766,42.30043,"829 Worcester St","Ste 1","Natick","MA","01760","2076","MIDDLESEX"
"CASA CUONG INC.,",-71.074661,42.342403,"629 Tremont St","","Boston","MA","02118","1201","SUFFOLK"
"INTERNATIONAL MARKET",-71.132294,41.689014,"1572 Pleasant St","","Fall River","MA","02723","1915","BRISTOL"
"GUIMOND FARMS",-71.163803,41.682281,"105 Rhode Island Ave","","Fall River","MA","02724","3625","BRISTOL"
"Rite Aid 10213",-71.211205,41.732502,"510 Wilbur Ave","","Swansea","MA","02777","2147","BRISTOL"
"Rite Aid 10182",-70.676033,41.964638,"179 Court St Ste 3A","","Plymouth","MA","02360","4053","PLYMOUTH"
"VICTORY",-72.611801,42.100117,"573 Union St","","West Springfield","MA","01089","4114","HAMPDEN"
"NEWTOWNE FOOD MART",-71.055962,42.379185,"87 Medford St","","Charlestown","MA","02129","2209","SUFFOLK"
"Rite Aid 10062",-72.55072,42.096962,"126 Island Pond Rd","","Springfield","MA","01118","1029","HAMPDEN"
"SAVE-A-LOT 806",-72.489349,42.156609,"459 MAIN STREET","","INDIAN ORCHARD","MA","01151","","HAMPDEN"
"Rite Aid 10078",-71.994034,42.571346,"232 Main St","","Gardner","MA","01440","2927","WORCESTER"
"RITE AID 10061",-72.624969,42.106392,"99 Westfield St","","W Springfield","MA","01089","2550","HAMPDEN"
"Rite Aid 10054",-72.629608,42.212444,"1504 Northampton St","","Holyoke","MA","01040","1938","HAMPDEN"
"RITE AID 10072",-73.109932,42.700798,"60 Lincoln St","","North Adams","MA","01247","2401","BERKSHIRE"
"Rite Aid 10064",-73.25193,42.455322,"501 North St","","Pittsfield","MA","01201","4101","BERKSHIRE"
"RITE AID 10068",-73.117828,42.626469,"21 Columbia St","","Adams","MA","01220","1315","BERKSHIRE"
"A & C MARKET",-71.048615,42.415413,"362 Ferry St","","Everett","MA","02149","5620","MIDDLESEX"
"Rite Aid 10184",-70.912888,42.122272,"201 Market St","","Rockland","MA","02370","1932","PLYMOUTH"
"Star Market 7587",-71.050262,42.319153,"45 William T Morrissey Blvd","","Dorchester","MA","02125","3326","SUFFOLK"
"Rite Aid 10083",-72.044815,42.685959,"250 Central St","","Winchendon","MA","01475","1403","WORCESTER"
"C & J Superette",-71.082344,42.300163,"90 Glenway St","","Dorchester","MA","02121","4016","SUFFOLK"
"STOP & SHOP  085",-71.792084,42.326885,"940 W Boylston St","","Worcester","MA","01606","1141","WORCESTER"
"HAPPY SUPERMARKET",-71.08773,42.29496,"868 Blue Hill Ave","","Dorchester Center","MA","02124","1607","SUFFOLK"
"Rite Aid 10113",-71.163155,42.707024,"365 Essex St","","Lawrence","MA","01840","1213","ESSEX"
"RITE AID 10118",-71.304871,42.641575,"121 Church St","","Lowell","MA","01852","2623","MIDDLESEX"
"CENTRAL MARKET",-71.801086,42.263813,"15 Mechanic St","","Worcester","MA","01608","2402","WORCESTER"
"RITE AID 10059",-72.251808,42.255756,"139 West St","","Ware","MA","01082","1415","HAMPSHIRE"
"TRADER JOE'S  504",-71.235069,42.292271,"958 Highland Ave","","Needham Heights","MA","02494","","NORFOLK"
"TRADER JOE'S  503",-71.424278,42.298466,"659 Worcester Rd","","Framingham","MA","01701","5223","MIDDLESEX"
"Rite Aid 10105",-72.768242,42.057159,"515 College Hwy","Ste 1","Southwick","MA","01077","9827","HAMPDEN"
