Store_Name,lng,lat,Address,Address Line #2,City,State,Zip5,Zip4,County
"El Pilon Supermarket",-71.168884,42.711399,"262 Hampshire St","","Lawrence","MA","01841","3643","ESSEX"
"True Love Caribbean Store",-71.087227,42.394123,"366 Mystic Ave","","Somerville","MA","02145","2003","MIDDLESEX"
"Dollar General 14404",-72.509415,42.094631,"1504 Allen St","","Springfield","MA","01118","1817","HAMPDEN"
"Cumberland Farms 6730",-72.619598,42.105286,"143 Park St/Union","","West Springfield","MA","01089","3316","HAMPDEN"
"Quincy Mini Mart",-71.008774,42.240932,"263 Water St","","Quincy","MA","02169","6533","NORFOLK"
"CVS Pharmacy 5382",-71.133842,42.353226,"181 Brighton Ave","Ste 1","Allston","MA","02134","2040","SUFFOLK"
"CVS Pharmacy 7109",-70.896019,42.500858,"300 Canal St","","Salem","MA","01970","4558","ESSEX"
"Brown's Food Market",-71.072205,42.321262,"559 Dudley St","","Dorchester","MA","02125","2608","SUFFOLK"
"Tedeschi Food Shops 249",-71.080574,42.785286,"5-7 Dudley St","","Haverhill","MA","01830","4001","ESSEX"
"North End Variety",-71.640564,42.091557,"33 E Hartford Ave","","Uxbridge","MA","01569","1290","WORCESTER"
"Heielvis Records",-71.319466,42.648441,"698 Merrimack St","","Lowell","MA","01854","3915","MIDDLESEX"
"New Store On The Block",-71.087646,42.120144,"430 Park St","","Stoughton","MA","02072","3542","NORFOLK"
"Pleasant Street General Store",-70.937691,42.182732,"451 Pleasant St","","South Weymouth","MA","02190","2624","NORFOLK"
"West Wyoming Market",-71.069748,42.452229,"49 W Wyoming Ave","","Melrose","MA","02176","3723","MIDDLESEX"
"ZAS Enterprise Inc  DBA/ State Food Mart",-72.561012,42.112556,"910 State St","","Springfield","MA","01109","3135","HAMPDEN"
"Windy Farms",-71.816353,42.263378,"420-422 Pleasant St","","Worcester","MA","01609","1811","WORCESTER"
"Joy Variety Inc  DBA/ Terri's Market",-71.142563,42.230186,"12 Louise Rd","","Dedham","MA","02026","5202","NORFOLK"
"Lukoil",-71.435005,42.693092,"397 Middlesex Rd","","Tyngsboro","MA","01879","1033","MIDDLESEX"
"Harwich Public Market",-70.073456,41.69804,"173 Pleasant Lake Ave","","Harwich","MA","02645","2549","BARNSTABLE"
"Perk City Convenience",-71.082893,42.765163,"387 S Main St","","Haverhill","MA","01835","7238","ESSEX"
"One Stop Food Mart",-70.940697,42.015678,"650 Plymouth St","","East Bridgewater","MA","02333","","PLYMOUTH"
"D & S Mini Mart",-70.941139,41.638573,"158 Liberty St","","New Bedford","MA","02740","4116","BRISTOL"
"Babylon",-71.307953,42.645599,"25 Merrimack St","","Lowell","MA","01852","1721","MIDDLESEX"
"Gacal Halaal Market",-71.788834,42.256283,"256 Grafton Street","","Worcester","MA","01604","","WORCESTER"
"Boston Food Shops & Deli",-70.999519,42.209354,"120 Union St","","Braintree","MA","02184","5709","NORFOLK"
"Davidian Brothers Farm LLC",-71.683617,42.334564,"500 Church St","","Northborough","MA","01532","1250","WORCESTER"
"7-Eleven Store 32451A",-71.014496,42.266647,"721 Hancock St","","Quincy","MA","02170","2837","NORFOLK"
"Lamberts Marketplace 01",-71.062782,42.355587,"140 Tremont St","","Boston","MA","02111","1318","SUFFOLK"
"Whole Foods Market 10508",-71.107986,42.345985,"1026 Beacon St","","Brookline","MA","02446","4001","NORFOLK"
"Eddys Market",-71.012421,42.409817,"375A Broadway","","Revere","MA","02151","3029","SUFFOLK"
"Formosa Marketplace LLC",-71.405624,42.298496,"271 Worcester Rd","","Framingham","MA","01701","5346","MIDDLESEX"
"Amigos Convenience Store",-71.305984,42.635773,"791 Central St","","Lowell","MA","01852","3429","MIDDLESEX"
"Route 44 Shell 101",-70.685593,41.952774,"140 Samoset St","","Plymouth","MA","02360","4802","PLYMOUTH"
"Jalhoh's African Market",-71.082352,42.328518,"173 Dudley St","","Roxbury","MA","02119","2571","SUFFOLK"
"Sg Convenience And Smoke Shop Llc no",-72.503616,42.147591,"265 Pasco Rd","","Indian Orchard","MA","01151","1934","HAMPDEN"
"Brockton Shell",-71.009277,42.096062,"253 E Ashland St","","Brockton","MA","02302","2103","PLYMOUTH"
"Kosinskis Farm Stand",-72.760994,42.186764,"420 Russellville Rd","","Westfield","MA","01085","1180","HAMPDEN"
"Joes Market",-71.014214,42.427261,"338 Squire Rd","","Revere","MA","02151","4315","SUFFOLK"
"Tisbury Farm Market 2",-70.614212,41.447845,"342 State Rd","","Vineyard Haven","MA","02568","5624","DUKES"
"Soriya",-70.970024,42.458694,"551 Summer St","","Lynn","MA","01905","2027","ESSEX"
"Broadway Sunoco 105",-71.090843,41.920216,"231 Broadway","","Taunton","MA","02780","1557","BRISTOL"
"Commercial Lobster",-71.035988,42.347656,"300 Northern Ave","","Boston","MA","02210","2314","SUFFOLK"
"Shell Mart",-71.803757,42.258656,"48 Madison St","","Worcester","MA","01608","2026","WORCESTER"
"Holyoke Mini Mart",-72.614212,42.20042,"657 High St","","Holyoke","MA","01040","4705","HAMPDEN"
"Phu Cuong Market",-71.057808,42.310223,"1188 Dorchester Ave","","Dorchester","MA","02125","1503","SUFFOLK"
"Georges Bakery",-71.787025,42.25605,"308 Grafton St","","Worcester","MA","01604","3752","WORCESTER"
"Palmer Ave Mobil 108",-70.619087,41.560802,"302 Palmer Ave","","Falmouth","MA","02540","2862","BARNSTABLE"
"Jiffy Mart",-71.036797,42.472401,"4 Howard St","","Saugus","MA","01906","4050","ESSEX"
"Brasil Popular",-70.995125,42.407795,"152 Shirley Ave","","Revere","MA","02151","3211","SUFFOLK"
"Randolph Sunoco 118",-71.062347,42.161739,"105 Mazzeo Dr","","Randolph","MA","02368","3401","NORFOLK"
"Beverly Sunoco 120",-70.908455,42.57135,"Rt 128 N","North Rest Area","Beverly","MA","01915","","ESSEX"
"Bellingham Rapid Refill 123",-71.453239,42.083576,"207 Mechanic St","","Bellingham","MA","02019","1619","NORFOLK"
"Five Corners Mini Mart Inc",-71.058266,42.308033,"1246 Dorchester Ave","","Dorchester","MA","02125","","SUFFOLK"
"Green Pond Fish Market",-70.547035,41.577843,"767 E Falmouth Hwy","","East Falmouth","MA","02536","6191","BARNSTABLE"
"Westford Rapid Refill 122",-71.420822,42.625706,"498 Groton Rd","","Westford","MA","01886","1152","MIDDLESEX"
"Gols Supermarket",-70.27269,41.658733,"55 Iyannough Rd","","Hyannis","MA","02601","2060","BARNSTABLE"
"Kevs Country Store Inc",-71.150764,42.481693,"470 Main St","","Woburn","MA","01801","4236","MIDDLESEX"
"Devens Rapid Refill 125",-71.614067,42.540649,"4 Andrews Pkwy","","Devens","MA","01434","4017","MIDDLESEX"
"7 Eleven 32490J",-72.630959,42.320637,"60 King St","","Northampton","MA","01060","3222","HAMPSHIRE"
"Mr. Convenience",-71.08551,42.301765,"646 Blue Hill Ave","","Dorchester","MA","02121","3213","SUFFOLK"
"Penguin Convenience Store",-71.484528,42.054005,"829 S Main St","","Bellingham","MA","02019","1852","NORFOLK"
"Uncle Sam",-71.807678,42.263916,"151 Pleasant St","","Worcester","MA","01609","3207","WORCESTER"
"Mini Convenience Store And Deli",-72.563553,42.090015,"178 Oakland St","","Springfield","MA","01108","1828","HAMPDEN"
"Nine Red Pearls LLC",-71.131119,42.405735,"1305 Broadway","","Somerville","MA","02144","1724","MIDDLESEX"
"Latinos Market",-71.097778,42.381584,"38 Bow St","","Somerville","MA","02143","2934","MIDDLESEX"
"Flavors Of India",-71.26339,42.551273,"530 Boston Rd","Ste 1","Billerica","MA","01821","3712","MIDDLESEX"
"Weatherheads",-72.489799,42.587414,"63 French King Hwy","","Erving","MA","01344","4413","FRANKLIN"
"The Station Grocery",-71.039352,42.368999,"9 Maverick Sq","","Boston","MA","02128","2312","SUFFOLK"
"Cohasset Mobil",-70.82383,42.235329,"190 King St","","Cohasset","MA","02025","1357","NORFOLK"
"Imperial Super Grocery",-72.555374,42.114353,"1072 State St","","Springfield","MA","01109","3130","HAMPDEN"
"Cumberland Farms 6736",-70.092789,41.271412,"30 Sparks Ave","","Nantucket","MA","02554","3953","NANTUCKET"
"Groundwork Lawrence Inc/WEDNESDAY MKT 2",-71.162201,42.707512,"CRN HAVERHILL & JACKSON ST","CAMPAGNONE COMMON","Lawrence","MA","01840","","ESSEX"
"Lil M's Mart",-71.658737,42.306992,"299 W Main St","Ste 5","Northborough","MA","01532","2145","WORCESTER"
"Central Convenience",-71.090103,42.39629,"472 Mystic Ave","","Somerville","MA","02145","1703","MIDDLESEX"
"Gios Market Inc",-71.180099,42.719501,"75 Broadway","","Methuen","MA","01844","3814","ESSEX"
"Tedeschi Food Shops 374",-70.96788,41.991344,"169 Spring St","","Bridgewater","MA","02324","1774","PLYMOUTH"
"18 Seafood Market",-71.060112,42.350548,"18 Hudson St","","Boston","MA","02111","","SUFFOLK"
"Groundwork Lawrence Inc/SATURDAY MKT",-71.165962,42.716766,"216 Lawrence St","","Lawrence","MA","01841","1715","ESSEX"
"San Antony Market",-71.013023,42.409115,"340 Broadway","","Revere","MA","02151","5016","SUFFOLK"
"Teds",-71.989655,42.14526,"27 Worcester Rd","","Charlton","MA","01507","1381","WORCESTER"
"Hi Timez",-71.066528,42.306606,"265 Bowdoin St","","Dorchester","MA","02122","1811","SUFFOLK"
"Global Halal Market",-70.958496,42.46851,"519 Western Ave","","Lynn","MA","01904","3316","ESSEX"
"Market Square Convenience",-70.963234,42.462692,"2 Market Sq","","Lynn","MA","01905","2422","ESSEX"
"FAMILY DOLLAR STORE 10090",-71.324936,42.66349,"50 Pleasant St","","Dracut","MA","01826","4723","MIDDLESEX"
"Sunny Variety",-70.668556,42.616203,"34 Railroad Ave","","Gloucester","MA","01930","3547","ESSEX"
"7-eleven Store 33352J",-71.083298,42.049152,"566 Washington St","","South Easton","MA","02375","","BRISTOL"
"Super Then",-71.814583,42.25481,"4 May St","","Worcester","MA","01610","1423","WORCESTER"
"Convenient Corner",-71.062332,42.292561,"1688 Dorchester Ave","","Dorchester","MA","02122","1335","SUFFOLK"
"Shell Food Mart",-72.58432,42.153633,"197 Grove St","","Chicopee","MA","01020","1817","HAMPDEN"
"Foodies Duxbury",-70.683601,42.025311,"46 Depot St","","Duxbury","MA","02332","4453","PLYMOUTH"
"Whole Foods Market 10511",-71.103241,42.375813,"45 Beacon St","","Somerville","MA","02143","4323","MIDDLESEX"
"Springdale Grocery",-72.621849,42.189445,"845 Main St","","Holyoke","MA","01040","5316","HAMPDEN"
"S & W Variety Store",-71.300247,42.628975,"99 S Whipple St","","Lowell","MA","01852","4730","MIDDLESEX"
"International Grocery",-71.31131,42.640312,"173 Appleton St","","Lowell","MA","01852","2506","MIDDLESEX"
"Sams Food Store",-72.600235,42.192139,"1031 Chicopee St","","Chicopee","MA","01013","2736","HAMPDEN"
"Bostonian Convenience II",-71.099892,42.391747,"420 Medford St","","Somerville","MA","02145","2714","MIDDLESEX"
"Tropical Food Mart",-71.137238,42.278179,"4545 Washington St","","Roslindale","MA","02131","4022","SUFFOLK"
"Get-n-go",-71.103416,42.388348,"152 Highland Ave","","Somerville","MA","02143","1619","MIDDLESEX"
"Dollar Tree 5194",-72.626358,42.129448,"935 Riverdale St","Ste G106","West Springfield","MA","01089","4901","HAMPDEN"
"Honey Farms 83",-71.860703,42.116787,"24 Sutton Ave","","Oxford","MA","01540","1737","WORCESTER"
"Honey Farms 85",-71.762024,42.225979,"540 Massasoit Rd","","Worcester","MA","01604","2724","WORCESTER"
"Fresh Truck (Route)",-71.098061,42.328808,"103 Terrace St","","Roxbury Crossing","MA","02120","3441","SUFFOLK"
"Juliens Market",-71.237335,42.368305,"456 Moody St","","Waltham","MA","02453","0415","MIDDLESEX"
"Lucky Asian Market",-71.327431,42.634834,"4 Pine St","","Lowell","MA","01851","3109","MIDDLESEX"
"La Bamba Market",-71.08976,42.293217,"1 Lorne St","","Dorchester Center","MA","02124","1410","SUFFOLK"
"Camilo Liquors Iii",-71.095337,42.26664,"7 Edgewater Dr","","Mattapan","MA","02126","3098","SUFFOLK"
"Washington Minimarket Inc",-71.205849,42.178356,"1125 Washington St","","Norwood","MA","02062","4421","NORFOLK"
"Variedades Rosas Gift Shop",-71.033394,42.393143,"479 Broadway","","Chelsea","MA","02150","2992","SUFFOLK"
"Pailin Rose Market Inc",-71.32132,42.637932,"6 Branch St","","Lowell","MA","01851","1803","MIDDLESEX"
"Eagle Market",-71.068359,42.318378,"693-B Dudley St","","Dorchester","MA","02125","","SUFFOLK"
"Tedeschi Food Shops 344",-70.801491,42.240276,"52 S Main St","","Cohasset","MA","02025","1801","NORFOLK"
"Misty Valley Farm",-72.791771,42.046925,"18 Curtis Rd","","Southwick","MA","01077","9424","HAMPDEN"
"Valero Agawam",-72.628136,42.089466,"18 Springfield St","","Agawam","MA","01001","1522","HAMPDEN"
"Cape Cod Fish Share",-70.049721,41.767895,"368 Blueberry Pond Dr","","Brewster","MA","02631","2046","BARNSTABLE"
"La Favorita Market",-70.972351,42.45784,"602 Summer St","","Lynn","MA","01905","2013","ESSEX"
"Premier Farm",-71.04641,42.088776,"660 Pleasant St","","Brockton","MA","02301","3064","PLYMOUTH"
"Freshco Food Market 2",-72.692078,42.178242,"1029 North Road","Unit O, Hampton Ponds Plaza","Westfield","MA","01085","","HAMPDEN"
"Continental Pastries, Inc",-71.061394,42.404987,"119 Main St","","Everett","MA","02149","5723","MIDDLESEX"
"Sea Street Food Mart 01",-70.290535,41.642651,"231 Sea St","","Hyannis","MA","02601","4598","BARNSTABLE"
"Seven86 Market",-71.078239,42.316093,"249 Blue Hill Ave","","Roxbury","MA","02119","2152","SUFFOLK"
"Everett Variety Store",-71.061432,42.403603,"82 Main St","","Everett","MA","02149","5703","MIDDLESEX"
"AJ Mart",-70.286339,41.651604,"459 Main St","","Hyannis","MA","02601","3925","BARNSTABLE"
"New Babushka Deli",-71.142632,42.343517,"64 Washington St","","Brighton","MA","02135","7429","SUFFOLK"
"Price Chopper 240",-71.863548,42.060207,"2 Worcester Rd","","Webster","MA","01570","1652","WORCESTER"
"El Rincon Supermarket",-71.176079,42.706463,"473 Haverhill St","","Lawrence","MA","01841","4202","ESSEX"
"Court Market",-71.071976,42.294136,"505 Washington St","","Dorchester Center","MA","02124","2014","SUFFOLK"
"Star 50 Convenience Inc",-71.071747,42.303604,"303 Geneva Ave","","Dorchester","MA","02121","3804","SUFFOLK"
"Marlyn Gas Inc.",-71.753708,42.230705,"177 Sw Cutoff","","Worcester","MA","01604","2709","WORCESTER"
"Lawrence Fuel",-71.140038,42.684776,"233 Winthrop Ave","","Lawrence","MA","01843","3822","ESSEX"
"Hopkinton Farmers Market",-71.536644,42.22554,"0 Town Common","","Hopkinton","MA","01748","","MIDDLESEX"
"Chuckys",-71.866608,42.137707,"484 Main St","","Oxford","MA","01540","1231","WORCESTER"
"G-Mart Supermarket",-71.058426,42.351311,"109 Lincoln St","","Boston","MA","02111","2507","SUFFOLK"
"Revere Shell",-71.0103,42.424026,"174 Squire Rd","","Revere","MA","02151","1272","SUFFOLK"
"Shrewsbury Gas And Market Llc",-71.717072,42.295021,"22 Maple Ave","","Shrewsbury","MA","01545","2922","WORCESTER"
"One Stop Convenience",-71.075989,42.341595,"664 Tremont St","","Boston","MA","02118","","SUFFOLK"
"Tedeschi Food Shops 388",-70.971642,42.181664,"474 Columbian St","","South Weymouth","MA","02190","1130","NORFOLK"
"Race Way Of North Andover",-71.11219,42.728992,"1503 Osgood St","","North Andover","MA","01845","1014","ESSEX"
"Tedeschi Food Shops 382",-71.230125,42.030563,"242 Chauncy St","","Mansfield","MA","02048","","BRISTOL"
"City Mart",-71.855507,42.278492,"1130 Pleasant St","","Worcester","MA","01602","1618","WORCESTER"
"Neighborhood Convenience Market",-71.207771,42.729527,"7 Cross St","","Methuen","MA","01844","1612","ESSEX"
"Beachbluff Market",-70.888817,42.482697,"252 Humphrey St","","Marblehead","MA","01945","1641","ESSEX"
"Easthampton Farmers Market",-72.670029,42.265713,"50 Payson Ave parking lot","","Easthampton","MA","01027","","HAMPSHIRE"
"Portugalia Marketplace",-71.147285,41.699871,"56 11th St","","Fall River","MA","02720","4812","BRISTOL"
"Borahs Convenience",-70.884033,42.547546,"175 Rantoul St","","Beverly","MA","01915","4206","ESSEX"
"Farafina Food Market",-71.080887,42.311741,"373 Blue Hill Ave","","Dorchester","MA","02121","4307","SUFFOLK"
"M & M Food Mart",-71.134941,42.349415,"85 Glenville Ave","","Allston","MA","02134","3455","SUFFOLK"
"Family Dollar 2728",-72.009308,42.068424,"505 E Main St","","Southbridge","MA","01550","2929","WORCESTER"
"Hampden Bank Farmers Market/ W Springfield",-72.626785,42.105865,"220 Westfield St","","West Springfield","MA","01089","2510","HAMPDEN"
"Hamden Bank Farmers Market/Indian Orchard",-72.501373,42.159481,"187 Main St","","Indian Orchard","MA","01151","1130","HAMPDEN"
"MANY FORKS CSA",-73.071564,42.738998,"1360 River Rd","","Clarksburg","MA","01247","4611","BERKSHIRE"
"Boavida Imports",-70.933037,41.658104,"2243 Purchase St","","New Bedford","MA","02746","1615","BRISTOL"
"Alianca Import & Export",-71.153915,41.696301,"300 Rodman St","","Fall River","MA","02721","","BRISTOL"
"Boaderline Mini Mart",-71.333672,41.889153,"146 Central Ave","","Seekonk","MA","02771","4144","BRISTOL"
"Honey Farms 17",-71.860641,42.183163,"714 Southbridge St","","Auburn","MA","01501","1835","WORCESTER"
"7 Eleven 34404H",-70.982819,42.462044,"9 Austin Sq","","Lynn","MA","01905","1916","ESSEX"
"Walgreens 15390",-71.058983,42.357529,"24 School St","","Boston","MA","02108","","SUFFOLK"
"West Stockbridge Farmers Market",-73.367561,42.333214,"Harris Street","Merritt Green","West Stockbridge","MA","01266","","BERKSHIRE"
"Pick N Pay Food Mart",-71.339989,41.963718,"54 S Washington St","","North Attleboro","MA","02760","1631","BRISTOL"
"International Grocery",-71.150757,42.482258,"494 Main St","","Woburn","MA","01801","4236","MIDDLESEX"
"Highland Farms Convenience Store",-72.573952,42.109436,"560 State St","","Springfield","MA","01109","4104","HAMPDEN"
"NEXT BARN OVER CSA",-72.577049,42.328362,"17 Lawrence Plain Rd","","Hadley","MA","01035","9721","HAMPSHIRE"
"JK Market",-71.034325,42.37822,"140 Princeton St","","Boston","MA","02128","1613","SUFFOLK"
"Farm Direct Co-Op",-70.901573,42.523518,"1 Commercial St","","Salem","MA","01970","3911","ESSEX"
"Lydias Bakery",-70.928757,41.665512,"1656 Acushnet Ave","","New Bedford","MA","02746","2141","BRISTOL"
"Neighborhood Variety",-71.155258,41.702682,"52 N Main St","","Fall River","MA","02720","2120","BRISTOL"
"Modelo Butcher Market, Inc.",-71.103386,42.396111,"501 Medford St","","Somerville","MA","02145","2656","MIDDLESEX"
"Penny's Veriety",-70.936386,41.631397,"181 Arnold St","","New Bedford","MA","02740","3641","BRISTOL"
"Sanchez Market",-71.060837,42.378311,"160 Bunker Hill St","","Charlestown","MA","02129","2537","SUFFOLK"
"Quick Stop Convenience",-71.057915,42.430889,"273 Salem St","","Malden","MA","02148","4111","MIDDLESEX"
"Convenience Plus",-71.1091,42.418434,"8 Salem St","","Medford","MA","02155","","MIDDLESEX"
"Dan Ha Market",-71.036804,42.391327,"310 Broadway","","Chelsea","MA","02150","2808","SUFFOLK"
"Moltenbreys Market",-72.871742,42.242577,"44 Worthington Rd","","Huntington","MA","01050","9759","HAMPSHIRE"
"Family Mini Store",-72.544304,42.088474,"11 Dorset St","","Springfield","MA","01108","2817","HAMPDEN"
"Vega Market Inc.",-71.033539,42.389164,"29 Maverick st","","Chelsea","MA","02150","","SUFFOLK"
"Fernandez Mini Market",-72.556839,42.093277,"344 Orange St","","Springfield","MA","01108","1901","HAMPDEN"
"Dume Mini Market",-71.114594,42.260937,"991 River St","","Hyde Park","MA","02136","3143","SUFFOLK"
"Souzas Mini Mart",-71.159683,41.697365,"18 Morgan St","","Fall River","MA","02721","1808","BRISTOL"
"Kristos Minimart",-71.035706,42.460571,"465 Essex St","","Saugus","MA","01906","4144","ESSEX"
"Jay's Market",-70.947929,42.070793,"359 Bedford St","","Whitman","MA","02382","1821","PLYMOUTH"
"Jays Corner Convenience",-71.066765,42.011211,"460 Turnpike St","","South Easton","MA","02375","1733","BRISTOL"
"Rosario Grocery",-71.071144,42.285473,"760 Washington St","","Dorchester Center","MA","02124","4439","SUFFOLK"
"J. Calareso & Sons, Inc",-71.103691,42.506466,"100 Main St","","Reading","MA","01867","3921","MIDDLESEX"
"Anugrah Grocery Store",-72.748222,42.12384,"160 Elm St","","Westfield","MA","01085","2919","HAMPDEN"
"Barre General Store",-72.096748,42.385155,"540 Vernon Ave","","Barre","MA","01005","","WORCESTER"
"28 Corner Convenience Store",-71.017296,42.08358,"95 Montello St","","Brockton","MA","02301","4008","PLYMOUTH"
"Petro Save Group, Inc.",-71.019394,42.096142,"514 N Main St","","Brockton","MA","02301","3512","PLYMOUTH"
"Brockton Farmers Market",-71.042168,42.076015,"City Hall - School Street","","Brockton","MA","02301","","PLYMOUTH"
"El Leon Rojo Supermarket Inc",-71.171082,42.71405,"352 Hampshire St","","Lawrence","MA","01841","3108","ESSEX"
"Anthony's East Side Deli",-71.141144,42.40498,"159 Massachusetts Ave","","Arlington","MA","02474","8690","MIDDLESEX"
